,Timestamp,single_best_optimization_score,single_best_test_score,single_best_train_score,task_x,fold_x,framework_x,ensemble_optimization_score,ensemble_test_score,task_y,fold_y,framework_y
143,2021-01-01 20:51:12.000,0.427897808406283,0.46904761904761905,0.480454911063809,vehicle,0.0,autosklearn,0.8672771673,0.7997294372,vehicle,0.0,autosklearn
144,2021-01-01 20:51:16.000,0.25,0.25,0.2520833333333333,vehicle,0.0,autosklearn,0.8672771673,0.7997294372,vehicle,0.0,autosklearn
145,2021-01-01 20:56:46.000,0.8786686947703897,0.8240800865800866,0.9844651442307693,vehicle,0.0,autosklearn,0.8672771673,0.7997294372,vehicle,0.0,autosklearn
146,2021-01-01 20:56:50.570,0.8786686947703897,0.8240800865800866,0.9844651442307693,vehicle,0.0,autosklearn,0.8823927485,0.7997294372,vehicle,0.0,autosklearn
147,2021-01-01 20:56:52.000,0.3289408331781213,0.32532467532467535,0.4244040082452535,vehicle,0.0,autosklearn,0.8823927485,0.7997294372,vehicle,0.0,autosklearn
148,2021-01-01 21:03:05.000,0.4321485482502432,0.4285714285714286,0.44917402194656486,vehicle,0.0,autosklearn,0.8823927485,0.7997294372,vehicle,0.0,autosklearn
149,2021-01-01 21:09:15.000,0.7210105337223981,0.7201298701298701,0.9864783653846154,vehicle,0.0,autosklearn,0.8823927485,0.7997294372,vehicle,0.0,autosklearn
150,2021-01-01 21:09:17.000,0.588923035533205,0.6042748917748918,0.654688570414954,vehicle,0.0,autosklearn,0.8823927485,0.7997294372,vehicle,0.0,autosklearn
151,2021-01-01 21:09:22.226,0.588923035533205,0.6042748917748918,0.654688570414954,vehicle,0.0,autosklearn,0.8823927485,0.7997294372,vehicle,0.0,autosklearn
152,2021-01-01 21:09:24.000,0.25,0.25,0.3932709128498728,vehicle,0.0,autosklearn,0.8823927485,0.7997294372,vehicle,0.0,autosklearn
153,2021-01-01 21:09:26.000,0.8113780757848554,0.8706168831168832,0.9049278846153846,vehicle,0.0,autosklearn,0.8823927485,0.7997294372,vehicle,0.0,autosklearn
154,2021-01-01 21:09:30.858,0.8113780757848554,0.8706168831168832,0.9049278846153846,vehicle,0.0,autosklearn,0.8823927485,0.7997294372,vehicle,0.0,autosklearn
155,2021-01-01 21:15:35.000,0.3994929740692452,0.47938311688311686,0.43230160623409675,vehicle,0.0,autosklearn,0.8823927485,0.7997294372,vehicle,0.0,autosklearn
