JobID|JobName|MaxRSS|Elapsed|MaxDiskRead|MaxDiskWrite|MaxRSS|MaxVMSize|MinCPU|TotalCPU
5426638.batch|batch|3583344K|01:00:55|567.72M|550.98M|3583344K|7897836K|00:08:28|30:52.638
5426639|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2||01:00:31||||||14:53.293
5426639.batch|batch|2674208K|01:00:31|119.11M|305.85M|2674208K|6804436K|00:06:22|14:53.293
5426640|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3||01:00:57||||||01:00:34
5426640.batch|batch|3804232K|01:00:57|750.24M|1974.57M|3804232K|8263432K|00:07:23|01:00:34
5426641|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4||01:00:55||||||53:40.352
5426641.batch|batch|3719160K|01:00:55|817.00M|1299.54M|3719160K|8259784K|00:11:15|53:40.352
5426642|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_0||01:00:35||||||31:16.912
5426642.batch|batch|3328204K|01:00:35|1109.77M|2413.33M|3328204K|7849440K|00:08:12|31:16.912
5426643|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_1||01:00:22||||||07:37.545
5426643.batch|batch|974604K|01:00:22|103.79M|259.07M|974604K|5303720K|00:03:56|07:37.545
5426644|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_2||01:00:18||||||06:42.250
5426644.batch|batch|900032K|01:00:18|97.50M|106.98M|900032K|5163484K|00:04:28|06:42.250
5426645|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_3||01:00:25||||||08:26.583
5426645.batch|batch|786684K|01:00:25|102.44M|233.38M|786684K|4901104K|00:04:38|08:26.583
5426646|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_vehicle_4||01:00:18||||||05:12.624
5426646.batch|batch|881480K|01:00:18|97.82M|117.22M|881480K|4992216K|00:03:00|05:12.624
5426647|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0||01:00:15||||||01:01:23
5426647.batch|batch|3840268K|01:00:15|1824.00M|171.19M|3840268K|8111376K|00:07:44|01:01:23
5426648|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1||01:00:16||||||16:12.324
5426648.batch|batch|1384800K|01:00:16|729.14M|148.28M|1384800K|5421024K|00:06:27|16:12.324
5426649|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2||01:00:17||||||10:14.820
5426649.batch|batch|1422780K|01:00:17|729.09M|148.28M|1422780K|5504064K|00:06:34|10:14.820
5426650|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3||01:00:20||||||15:37.656
5426650.batch|batch|1419900K|01:00:20|884.85M|149.28M|1419900K|5677180K|00:06:46|15:37.656
5426651|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_MiniBooNE_4||01:00:01||||||59:02.110
5426651.batch|batch|3868564K|01:00:01|1658.12M|159.54M|3868564K|7986492K|00:10:03|59:02.110
5426652|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_0||01:00:56||||||14:31.067
5426652.batch|batch|3803244K|01:00:56|525.91M|100.63M|3803244K|8176160K|00:04:56|14:31.067
5426653|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_1||01:00:45||||||27:46.027
5426653.batch|batch|3748068K|01:00:45|583.92M|72.63M|3748068K|7981396K|00:08:15|27:46.027
5426654|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_2||01:00:44||||||14:36.986
5426654.batch|batch|3587012K|01:00:44|379.45M|78.20M|3587012K|7934520K|00:06:41|14:36.986
5426655|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_3||01:00:22||||||10:49.803
5426655.batch|batch|3594220K|01:00:22|379.44M|78.20M|3594220K|7880160K|00:04:51|10:49.803
5426656|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_connect-4_4||01:00:19||||||10:48.207
5426656.batch|batch|3585332K|01:00:19|379.40M|78.20M|3585332K|7918048K|00:04:49|10:48.207
5426657|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_0||01:00:22||||||09:43.935
5426657.batch|batch|1498428K|01:00:22|115.96M|345.74M|1498428K|5680268K|00:03:15|09:43.935
5426658|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_1||01:00:45||||||42:02.527
5426658.batch|batch|3664368K|01:00:45|597.43M|1367.46M|3664368K|8235452K|00:07:08|42:02.527
5426659|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_2||01:00:12||||||06:22.315
5426659.batch|batch|1451444K|01:00:12|101.76M|147.82M|1451444K|5575944K|00:03:13|06:22.315
5426660|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_3||01:00:32||||||01:01:14
5426660.batch|batch|3731672K|01:00:32|340.68M|1972.47M|3731672K|7973532K|00:08:20|01:01:14
5426661|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_segment_4||01:00:30||||||18:06.723
5426661.batch|batch|3496112K|01:00:30|149.08M|515.98M|3496112K|7839492K|00:04:27|18:06.723
5426662|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_0||01:00:24||||||08:16.367
5426662.batch|batch|2526440K|01:00:24|98.74M|165.03M|2526440K|6972572K|00:02:57|08:16.367
5426663|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_1||01:00:21||||||11:12.886
5426663.batch|batch|1992664K|01:00:21|102.06M|203.28M|1992664K|6562296K|00:04:02|11:12.886
5426664|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_2||01:00:27||||||33:45.230
5426664.batch|batch|1773208K|01:00:27|153.12M|755.69M|1773208K|6266884K|00:10:04|33:45.230
5426665|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_3||01:00:25||||||05:51.487
5426665.batch|batch|1717224K|01:00:25|96.25M|84.83M|1717224K|6006172K|00:03:53|05:51.487
5426666|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_Australian_4||01:00:42||||||13:09.571
5426666.batch|batch|904056K|01:00:42|306.03M|270.55M|904056K|4993360K|00:04:28|13:09.571
5426667|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_0||01:00:41||||||12:41.903
5426667.batch|batch|2930788K|01:00:41|179.99M|41.77M|2930788K|6960672K|00:03:56|12:41.903
5426668|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_1||01:00:43||||||53:11.939
5426668.batch|batch|3230012K|01:00:43|326.17M|69.48M|3230012K|7347184K|00:09:26|53:11.939
5426669|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_2||01:00:50||||||34:20.653
5426669.batch|batch|3096864K|01:00:50|238.37M|57.90M|3096864K|7274300K|00:07:45|34:20.653
5426670|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_3||01:02:02||||||01:02:08
5426670.batch|batch|3284596K|01:02:02|371.00M|119.46M|3284596K|7651468K|00:11:44|01:02:08
5426671|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_adult_4||01:01:39||||||01:05:32
5426671.batch|batch|3504816K|01:01:39|335.79M|83.32M|3504816K|7694944K|00:10:22|01:05:32
5426672|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_0||01:00:33||||||51:19.764
5426672.batch|batch|5494004K|01:00:33|8661.80M|690.31M|5494004K|9547324K|00:10:06|51:19.764
5426673|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_1||01:01:10||||||01:04:26
5426673.batch|batch|5506012K|01:01:10|8939.32M|708.11M|5506012K|9558064K|00:10:10|01:04:26
5426674|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_2||01:00:30||||||01:03:55
5426674.batch|batch|5577992K|01:00:30|8662.75M|690.31M|5577992K|9686668K|00:10:40|01:03:55
5426675|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_3||01:00:29||||||57:53.948
5426675.batch|batch|5620732K|01:00:29|8405.38M|690.30M|5620732K|9681896K|00:10:25|57:53.948
5426676|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_100_Nb_100_master_thesis_3600s1c8G_Albert_4||01:00:28||||||01:03:58
5426676.batch|batch|5585852K|01:00:28|8662.40M|690.31M|5585852K|9654920K|00:10:33|01:03:58
5426677|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_0||01:00:22||||||01:00:18
5426677.batch|batch|4018640K|01:00:22|1256.57M|1593.59M|4018640K|8277944K|00:10:07|01:00:18
5426678|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_1||01:01:16||||||44:17.084
5426678.batch|batch|3465948K|01:01:16|1453.73M|1979.80M|3465948K|7859440K|00:08:32|44:17.084
5426679|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_2||01:00:56||||||14:02.734
5426679.batch|batch|3346704K|01:00:56|766.89M|599.24M|3346704K|7585760K|00:04:36|14:02.734
5426680|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_3||01:00:35||||||07:25.289
5426680.batch|batch|1074900K|01:00:35|1159.31M|983.95M|1074900K|5057864K|00:04:15|07:25.289
5426681|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_cnae-9_4||01:00:50||||||15:52.993
5426681.batch|batch|3336456K|01:00:50|550.06M|1006.73M|3336456K|7461640K|00:04:00|15:52.993
5426682|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_0||01:00:52||||||21:03.026
5426682.batch|batch|3609544K|01:00:52|500.26M|98.24M|3609544K|7653808K|00:06:52|21:03.026
5426683|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_1||01:01:16||||||59:50.890
5426683.batch|batch|4207668K|01:01:16|892.90M|117.88M|4207668K|8273468K|00:10:55|59:50.890
5426684|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_2||01:00:52||||||44:43.533
5426684.batch|batch|3604308K|01:00:52|633.96M|101.77M|3604308K|7648416K|00:08:17|44:43.533
5426685|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_3||01:00:57||||||54:26.726
5426685.batch|batch|3612508K|01:00:57|703.76M|109.10M|3612508K|7655192K|00:09:59|54:26.726
5426686|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_higgs_4||01:00:53||||||39:24.411
5426686.batch|batch|3611248K|01:00:53|567.12M|99.00M|3611248K|7653560K|00:08:15|39:24.411
5426687|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_0||01:01:07||||||01:06:15
5426687.batch|batch|3789540K|01:01:07|941.17M|894.32M|3789540K|8118244K|00:08:32|01:06:15
5426688|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_1||01:00:33||||||21:12.741
5426688.batch|batch|3083536K|01:00:33|936.59M|835.06M|3083536K|7266392K|00:06:49|21:12.741
5426689|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_2||01:00:44||||||54:06.510
5426689.batch|batch|3647004K|01:00:44|455.61M|769.50M|3647004K|8291460K|00:14:33|54:06.510
5426690|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_3||01:00:28||||||23:48.383
5426690.batch|batch|3136652K|01:00:28|140.97M|612.58M|3136652K|7433560K|00:06:50|23:48.383
5426691|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_kr-vs-kp_4||01:00:11||||||03:10.960
5426691.batch|batch|689696K|01:00:11|102.39M|72.10M|689696K|4787052K|00:02:52|03:10.960
5426692|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_0||01:00:33||||||17:52.864
5426692.batch|batch|3545556K|01:00:33|1149.92M|1546.94M|3545556K|7950688K|00:06:18|17:52.864
5426693|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_1||01:00:29||||||07:43.795
5426693.batch|batch|803712K|01:00:29|104.97M|249.04M|803712K|4897360K|00:03:54|07:43.795
5426694|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_2||01:00:25||||||19:21.503
5426694.batch|batch|3728912K|01:00:25|124.33M|668.29M|3728912K|8094484K|00:07:31|19:21.503
5426695|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_3||01:00:33||||||23:23.601
5426695.batch|batch|3418236K|01:00:33|926.13M|1371.48M|3418236K|7729288K|00:07:21|23:23.601
5426696|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_vehicle_4||01:00:29||||||07:36.281
5426696.batch|batch|913628K|01:00:29|97.68M|116.96M|913628K|4993944K|00:05:11|07:36.281
5426697|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_0||01:00:23||||||01:00:05
5426697.batch|batch|3841976K|01:00:23|1763.76M|127.98M|3841976K|7964008K|00:06:50|01:00:05
5426698|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_1||01:00:25||||||01:04:02
5426698.batch|batch|4128028K|01:00:25|1763.42M|127.98M|4128028K|8492912K|00:08:51|01:04:02
5426699|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_2||01:00:32||||||59:30.718
5426699.batch|batch|3861920K|01:00:32|1832.03M|138.93M|3861920K|7985908K|00:10:10|59:30.718
5426700|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_3||01:00:26||||||50:41.340
5426700.batch|batch|3864080K|01:00:26|1606.71M|117.36M|3864080K|7924540K|00:10:27|50:41.340
5426701|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_MiniBooNE_4||01:00:21||||||31:29.350
5426701.batch|batch|3885820K|01:00:21|1245.10M|112.10M|3885820K|7944052K|00:10:29|31:29.350
5426702|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_0||01:00:59||||||11:13.240
5426702.batch|batch|3834648K|01:00:59|457.16M|58.91M|3834648K|8193608K|00:04:24|11:13.240
5426703|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_1||01:01:12||||||01:00:12
5426703.batch|batch|3753900K|01:01:12|1113.53M|178.47M|3753900K|7808496K|00:09:01|01:00:12
5426704|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_2||01:01:24||||||01:04:38
5426704.batch|batch|3907804K|01:01:24|1090.58M|123.39M|3907804K|8310512K|00:09:32|01:04:38
5426705|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_3||01:00:17||||||05:42.796
5426705.batch|batch|3609560K|01:00:17|356.79M|49.41M|3609560K|7898908K|00:03:18|05:42.796
5426706|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_connect-4_4||01:00:15||||||10:13.595
5426706.batch|batch|3732464K|01:00:15|379.38M|57.33M|3732464K|8049124K|00:04:53|10:13.595
5426707|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_segment_0||01:00:13||||||09:05.814
5426707.batch|batch|1456224K|01:00:13|111.38M|332.58M|1456224K|5681448K|00:03:32|09:05.814
5426708|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_segment_1||01:00:49||||||09:51.350
5426708.batch|batch|1439268K|01:00:49|437.96M|337.33M|1439268K|5680480K|00:03:48|09:51.350
5426709|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_segment_2||01:00:26||||||17:37.935
5426709.batch|batch|3238468K|01:00:26|145.57M|715.57M|3238468K|7586620K|00:03:48|17:37.935
5426710|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_segment_3||01:00:22||||||11:00.306
5426710.batch|batch|1439440K|01:00:22|111.32M|331.81M|1439440K|5608872K|00:04:30|11:00.306
5426711|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_segment_4||01:00:36||||||11:05.021
5426711.batch|batch|1452704K|01:00:36|310.66M|301.28M|1452704K|5446.50M|00:05:12|11:05.021
5426712|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_Australian_0||01:00:23||||||09:55.089
5426712.batch|batch|909708K|01:00:23|102.54M|202.74M|909708K|5145696K|00:03:50|09:55.089
5426713|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_Australian_1||01:00:11||||||05:41.384
5426713.batch|batch|1310428K|01:00:11|95.14M|65.27M|1310428K|5553096K|00:03:37|05:41.384
5426714|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_Australian_2||01:00:22||||||20:33.566
5426714.batch|batch|2328356K|01:00:22|117.71M|405.15M|2328356K|6439844K|00:07:25|20:33.566
5426715|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_Australian_3||01:00:35||||||17:42.479
5426715.batch|batch|1037504K|01:00:35|770.59M|987.28M|1037504K|5157320K|00:05:20|17:42.479
5426716|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_Australian_4||01:00:23||||||08:52.079
5426716.batch|batch|2593000K|01:00:23|99.04M|166.66M|2593000K|7113736K|00:03:13|08:52.079
5426717|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_adult_0||01:00:46||||||19:03.380
5426717.batch|batch|3082212K|01:00:46|206.88M|27.81M|3082212K|7187760K|00:06:51|19:03.380
5426718|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_adult_1||01:00:57||||||44:01.621
5426718.batch|batch|2909436K|01:00:57|274.25M|49.61M|2909436K|7000088K|00:08:28|44:01.621
5426719|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_adult_2||01:00:59||||||01:01:00
5426719.batch|batch|3482140K|01:00:59|386.80M|193.20M|3482140K|7606712K|00:11:07|01:01:00
5426720|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_adult_3||01:01:07||||||53:45.400
5426720.batch|batch|3282996K|01:01:07|320.70M|64.07M|3282996K|7498096K|00:10:25|53:45.400
5426721|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_adult_4||01:00:34||||||17:20.609
5426721.batch|batch|3052892K|01:00:34|223.84M|28.43M|3052892K|7083656K|00:07:19|17:20.609
5426722|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_Albert_0||01:00:58||||||52:36.668
5426722.batch|batch|5606996K|01:00:58|8663.04M|558.91M|5606996K|9684788K|00:11:08|52:36.668
5426723|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_Albert_1||01:01:05||||||58:31.119
5426723.batch|batch|5547484K|01:01:05|8919.16M|558.91M|5547484K|9757380K|00:10:39|58:31.119
5426724|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_Albert_2||01:01:00||||||58:56.022
5426724.batch|batch|5426472K|01:01:00|8919.41M|558.91M|5426472K|9489056K|00:10:52|58:56.022
5426725|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_Albert_3||01:01:03||||||01:04:34
5426725.batch|batch|5565528K|01:01:03|9180.50M|562.20M|5565528K|9761928K|00:10:29|01:04:34
5426726|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_10_Nb_100_master_thesis_3600s1c8G_Albert_4||01:01:18||||||01:06:05
5426726.batch|batch|5632572K|01:01:18|8662.83M|558.91M|5632572K|9694872K|00:12:19|01:06:05
5426727|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_0||01:00:39||||||07:04.523
5426727.batch|batch|2438044K|01:00:39|770.73M|897.49M|2438044K|6492496K|00:04:51|07:04.523
5426728|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_1||01:00:14||||||04:36.073
5426728.batch|batch|3960308K|01:00:14|196.97M|224.12M|3960308K|8050536K|00:03:39|04:36.073
5426729|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_2||01:00:34||||||05:33.327
5426729.batch|batch|2413200K|01:00:34|520.27M|374.02M|2413200K|6468008K|00:04:07|05:33.327
5426730|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_3||01:00:33||||||07:25.752
5426730.batch|batch|1247216K|01:00:33|1350.15M|1174.73M|1247216K|4906576K|00:04:18|07:25.752
5426731|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_cnae-9_4||01:01:04||||||35:16.782
5426731.batch|batch|3387084K|01:01:04|1625.37M|2146.74M|3387084K|7437156K|00:11:09|35:16.782
5426732|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_0||01:01:00||||||01:00:40
5426732.batch|batch|4178572K|01:01:00|892.90M|122.87M|4178572K|8393268K|00:07:33|01:00:40
5426733|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_1||01:00:52||||||46:07.484
5426733.batch|batch|3608744K|01:00:52|682.29M|113.90M|3608744K|7653456K|00:08:17|46:07.484
5426734|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_2||01:00:55||||||01:00:27
5426734.batch|batch|3705720K|01:00:55|847.32M|120.97M|3705720K|7747728K|00:09:42|01:00:27
5426735|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_3||01:00:57||||||35:55.437
5426735.batch|batch|3613604K|01:00:57|590.63M|106.81M|3613604K|7660612K|00:09:12|35:55.437
5426736|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_higgs_4||01:01:13||||||01:03:31
5426736.batch|batch|3713784K|01:01:13|848.02M|118.65M|3713784K|7833880K|00:10:48|01:03:31
5426737|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_0||01:00:29||||||20:05.234
5426737.batch|batch|2668232K|01:00:29|149.25M|639.23M|2668232K|6802404K|00:06:25|20:05.234
5426738|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_1||01:00:16||||||11:05.209
5426738.batch|batch|3085008K|01:00:16|112.98M|93.62M|3085008K|7192932K|00:06:31|11:05.209
5426739|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_2||01:00:28||||||42:30.279
5426739.batch|batch|3426584K|01:00:28|160.00M|600.43M|3426584K|7794704K|00:08:50|42:30.279
5426740|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_3||01:00:17||||||06:34.827
5426740.batch|batch|2687428K|01:00:17|115.25M|297.97M|2687428K|6804784K|00:03:16|06:34.827
5426741|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_4||01:00:45||||||22:28.971
5426741.batch|batch|3232728K|01:00:45|548.48M|668.63M|3232728K|7479128K|00:07:34|22:28.971
5426742|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_0||01:00:24||||||07:29.652
5426742.batch|batch|946624K|01:00:24|99.09M|131.43M|946624K|5018000K|00:05:06|07:29.652
5426743|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_1||01:00:17||||||04:56.847
5426743.batch|batch|693216K|01:00:17|94.94M|69.27M|693216K|5014804K|00:03:54|04:56.847
5426744|autosklearnBBCEnsembleSelectionPreSelectInESLatest_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_2||01:00:20||||||11:00.291
5426744.batch|batch|3369204K|01:00:20|113.50M|470.40M|3369204K|7659824K|00:03:24|11:00.291
