JobID|JobName|MaxRSS|Elapsed|MaxDiskRead|MaxDiskWrite|MaxRSS|MaxVMSize|MinCPU|TotalCPU
4701118.batch|batch|4197300K|01:00:31|792.49M|1049.27M|4197300K|9258028K|00:55:21|01:51:39
4701119|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_3||01:00:32||||||01:50:42
4701119.batch|batch|3937452K|01:00:32|653.66M|1251.40M|3937452K|8980536K|00:53:08|01:50:42
4701120|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_kr-vs-kp_4||01:00:31||||||01:50:33
4701120.batch|batch|3942360K|01:00:31|651.21M|915.29M|3942360K|8975156K|00:57:53|01:50:33
4701121|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_0||01:00:18||||||01:21:08
4701121.batch|batch|3761856K|01:00:18|172.73M|5590.17M|3761856K|8797828K|00:26:25|01:21:08
4701122|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_1||01:00:06||||||01:54:27
4701122.batch|batch|3405376K|01:00:06|246.25M|2890.23M|3405376K|8440884K|01:16:11|01:54:27
4701123|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_2||01:00:53||||||01:53:58
4701123.batch|batch|3649772K|01:00:53|404.46M|3527.26M|3649772K|8760224K|01:06:31|01:53:58
4701124|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_3||01:00:13||||||01:53:44
4701124.batch|batch|3616204K|01:00:13|213.12M|2250.12M|3616204K|8726340K|01:08:37|01:53:44
4701125|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_vehicle_4||01:00:15||||||01:56:39
4701125.batch|batch|3372460K|01:00:15|247.14M|5656.59M|3372460K|8407784K|01:15:08|01:56:39
4701126|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_0||01:00:22||||||01:15:57
4701126.batch|batch|4559528K|01:00:22|1432.65M|228.15M|4559528K|9671560K|00:20:40|01:15:57
4701127|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_1||01:00:29||||||01:15:41
4701127.batch|batch|4681752K|01:00:29|1432.37M|228.15M|4681752K|9718208K|00:20:33|01:15:41
4701128|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_2||01:00:24||||||01:15:54
4701128.batch|batch|4603516K|01:00:24|1432.66M|228.17M|4603516K|9642584K|00:20:40|01:15:54
4701129|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_3||01:00:28||||||01:15:51
4701129.batch|batch|4680804K|01:00:28|1432.67M|228.12M|4680804K|9719972K|00:20:35|01:15:51
4701130|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_MiniBooNE_4||01:00:29||||||01:16:18
4701130.batch|batch|4682200K|01:00:29|1432.68M|228.04M|4682200K|9719256K|00:21:17|01:16:18
4701131|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_0||01:01:05||||||01:32:58
4701131.batch|batch|4464M|01:01:05|821.55M|233.76M|4464M|9797524K|00:34:55|01:32:58
4701132|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_1||01:01:04||||||01:32:50
4701132.batch|batch|4228332K|01:01:04|822.39M|234.53M|4228332K|9301208K|00:33:17|01:32:50
4701133|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_2||01:01:09||||||01:31:47
4701133.batch|batch|4507036K|01:01:09|822.88M|236.45M|4507036K|9584884K|00:32:04|01:31:47
4701134|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_3||01:01:08||||||01:31:24
4701134.batch|batch|4579584K|01:01:08|824.19M|235.28M|4579584K|9659336K|00:31:47|01:31:24
4701135|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_connect-4_4||01:01:09||||||01:32:26
4701135.batch|batch|4567088K|01:01:09|822.51M|236.53M|4567088K|9650972K|00:32:53|01:32:26
4701136|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_segment_0||01:00:40||||||01:59:00
4701136.batch|batch|3728828K|01:00:40|515.35M|2166.35M|3728828K|8773332K|01:04:10|01:59:00
4701137|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_segment_1||01:00:27||||||01:58:31
4701137.batch|batch|4280484K|01:00:27|171.86M|2524.71M|4280484K|9325032K|01:03:43|01:58:31
4701138|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_segment_2||01:00:25||||||01:58:37
4701138.batch|batch|4192776K|01:00:25|184.72M|2071.89M|4192776K|9236756K|01:04:38|01:58:37
4701140|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_segment_3||01:00:15||||||01:58:41
4701140.batch|batch|4224964K|01:00:15|169.61M|2262.61M|4224964K|9279116K|01:04:19|01:58:41
4701141|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_segment_4||01:00:27||||||01:02:40
4701141.batch|batch|3984932K|01:00:27|125.26M|1404.07M|3984932K|9255640K|00:32:20|01:02:40
4701142|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_Australian_0||01:00:10||||||01:37:57
4701142.batch|batch|2605300K|01:00:10|204.19M|2540.84M|2605300K|8082936K|00:47:22|01:37:57
4701143|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_Australian_1||01:00:01||||||01:17:19
4701143.batch|batch|2877964K|01:00:01|166.75M|2516.51M|2877964K|7059044K|00:21:05|01:17:19
4701144|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_Australian_2||01:00:08||||||01:52:48
4701144.batch|batch|1236344K|01:00:08|199.89M|2198.48M|1236344K|6231868K|01:11:16|01:52:48
4701145|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_Australian_3||01:00:21||||||01:18:37
4701145.batch|batch|3668836K|01:00:21|141.21M|1990.24M|3668836K|7534996K|00:23:28|01:18:37
4701146|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_Australian_4||01:00:17||||||01:55:58
4701146.batch|batch|1157248K|01:00:17|175.73M|2433.27M|1157248K|6237468K|01:12:09|01:55:58
4701147|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_adult_1||01:00:44||||||01:52:56
4701147.batch|batch|3302508K|01:00:44|267.33M|256.57M|3302508K|8381956K|00:56:57|01:52:56
4701148|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_adult_2||01:00:44||||||01:52:58
4701148.batch|batch|3293576K|01:00:44|267.52M|255.96M|3293576K|8235588K|00:56:54|01:52:58
4701149|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_adult_3||01:01:01||||||01:53:12
4701149.batch|batch|3338140K|01:01:01|281.83M|255.91M|3338140K|8420284K|00:56:20|01:53:12
4701150|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_adult_4||01:00:58||||||01:53:10
4701150.batch|batch|3628204K|01:00:58|280.77M|256.74M|3628204K|8709720K|00:55:48|01:53:10
4701151|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_Albert_0||01:01:04||||||01:02:13
4701151.batch|batch|7359108K|01:01:04|7356.73M|667.77M|7359108K|12325520K|00:08:37|01:02:13
4701152|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_Albert_1||01:01:13||||||01:02:11
4701152.batch|batch|7316188K|01:01:13|7356.45M|667.76M|7316188K|12271380K|00:08:30|01:02:11
4701153|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_Albert_2||01:01:10||||||01:02:07
4701153.batch|batch|7394268K|01:01:10|7356.45M|667.76M|7394268K|12360360K|00:08:34|01:02:07
4701154|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_Albert_3||01:01:06||||||01:02:11
4701154.batch|batch|7342452K|01:01:06|7357.91M|671.26M|7342452K|12309816K|00:08:37|01:02:11
4701155|autosklearnBBCScoreEnsemble_B_50_Nb_50_master_thesis_3600s1c8G_Albert_4||01:01:44||||||01:03:57
4701155.batch|batch|7180312K|01:01:44|7402.14M|786.85M|7180312K|12160556K|00:09:46|01:03:57
4701240|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_cnae-9_0||01:00:22||||||01:28:17
4701240.batch|batch|3526540K|01:00:22|1361.56M|4048.79M|3526540K|8693208K|00:29:23|01:28:17
4701241|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_cnae-9_1||01:00:06||||||01:21:04
4701241.batch|batch|4338948K|01:00:06|793.42M|2953.23M|4338948K|9358556K|00:20:51|01:21:04
4701242|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_cnae-9_2||01:00:06||||||01:25:01
4701242.batch|batch|3892572K|01:00:06|1005.95M|2536.16M|3892572K|8957600K|00:26:14|01:25:01
4701243|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_cnae-9_3||01:00:11||||||01:24:40
4701243.batch|batch|3510476K|01:00:11|960.49M|2301.93M|3510476K|8527140K|00:29:07|01:24:40
4701244|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_cnae-9_4||01:00:35||||||01:24:07
4701244.batch|batch|3447592K|01:00:35|1201.92M|2825.03M|3447592K|8464824K|00:18:24|01:24:07
4701245|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_higgs_0||01:00:58||||||01:03:53
4701245.batch|batch|4338296K|01:00:58|725.52M|117.85M|4338296K|9358880K|00:09:08|01:03:53
4701246|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_higgs_1||01:00:54||||||01:04:11
4701246.batch|batch|4338360K|01:00:54|724.14M|117.89M|4338360K|9357432K|00:09:27|01:04:11
4701247|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_higgs_2||01:00:53||||||01:04:13
4701247.batch|batch|4336864K|01:00:53|702.63M|118.19M|4336864K|9504876K|00:09:26|01:04:13
4701248|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_higgs_3||01:00:55||||||01:04:04
4701248.batch|batch|4336168K|01:00:55|702.77M|118.15M|4336168K|9355988K|00:09:16|01:04:04
4701249|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_higgs_4||01:00:57||||||01:04:11
4701249.batch|batch|4336672K|01:00:57|702.58M|118.11M|4336672K|9356100K|00:09:14|01:04:11
4701250|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_0||01:00:25||||||01:40:34
4701250.batch|batch|3758728K|01:00:25|199.87M|1591.88M|3758728K|8757288K|00:43:11|01:40:34
4701251|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_1||01:00:48||||||01:24:24
4701251.batch|batch|4101492K|01:00:48|505.24M|1324.97M|4101492K|9264440K|00:31:24|01:24:24
4701252|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_2||01:00:28||||||01:34:11
4701252.batch|batch|4208744K|01:00:28|216.64M|1025.48M|4208744K|9324432K|00:35:39|01:34:11
4701253|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_3||01:00:29||||||01:40:10
4701253.batch|batch|4146924K|01:00:29|203.50M|1137.89M|4146924K|9286552K|00:43:44|01:40:10
4701254|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_4||01:00:10||||||01:35:09
4701254.batch|batch|4159904K|01:00:10|193.55M|1755.47M|4159904K|9215468K|00:37:39|01:35:09
4701255|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_vehicle_0||01:00:07||||||01:17:19
4701255.batch|batch|3757104K|01:00:07|222.14M|2184.28M|3757104K|8793356K|00:23:03|01:17:19
4701256|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_vehicle_1||01:00:12||||||01:24:25
4701256.batch|batch|3405636K|01:00:12|250.53M|2727.39M|3405636K|8441392K|00:31:27|01:24:25
4701257|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_vehicle_2||01:00:08||||||01:30:55
4701257.batch|batch|3400040K|01:00:08|215.83M|5100.76M|3400040K|8507976K|00:41:22|01:30:55
4701258|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_vehicle_3||01:00:02||||||01:11:39
4701258.batch|batch|3893352K|01:00:02|481.22M|3414.40M|3893352K|8652412K|00:18:15|01:11:39
4701259|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_vehicle_4||01:00:08||||||01:28:25
4701259.batch|batch|3378496K|01:00:08|285.47M|3990.02M|3378496K|8413368K|00:36:29|01:28:25
4701260|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_MiniBooNE_0||01:01:23||||||01:05:56
4701260.batch|batch|4582736K|01:01:23|1480.32M|183.21M|4582736K|9618220K|00:09:31|01:05:56
4701261|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_MiniBooNE_1||01:00:29||||||01:03:05
4701261.batch|batch|4673648K|01:00:29|1422.41M|128.00M|4673648K|9710308K|00:07:56|01:03:05
4701262|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_MiniBooNE_2||01:00:24||||||01:02:48
4701262.batch|batch|4587576K|01:00:24|1422.68M|128.01M|4587576K|9625848K|00:07:43|01:02:48
4701263|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_MiniBooNE_3||01:00:26||||||01:02:52
4701263.batch|batch|4586940K|01:00:26|1422.71M|127.99M|4586940K|9624328K|00:07:52|01:02:52
4701264|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_MiniBooNE_4||01:00:28||||||01:02:51
4701264.batch|batch|4543568K|01:00:28|1422.62M|127.92M|4543568K|9579708K|00:07:36|01:02:51
4701265|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_connect-4_0||01:01:30||||||01:07:52
4701265.batch|batch|4558064K|01:01:30|871.62M|174.44M|4558064K|9634808K|00:09:13|01:07:52
4701266|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_connect-4_1||01:01:36||||||01:08:23
4701266.batch|batch|4217312K|01:01:36|872.50M|175.20M|4217312K|9432032K|00:09:17|01:08:23
4701267|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_connect-4_2||01:01:07||||||01:07:44
4701267.batch|batch|4494496K|01:01:07|813.93M|173.16M|4494496K|9719508K|00:09:05|01:07:44
4701268|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_connect-4_3||01:01:12||||||01:07:19
4701268.batch|batch|4550052K|01:01:12|815.45M|172.00M|4550052K|9644328K|00:09:18|01:07:19
4701269|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_connect-4_4||01:01:12||||||01:07:41
4701269.batch|batch|4543304K|01:01:12|813.48M|173.25M|4543304K|9619884K|00:09:27|01:07:41
4701270|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_segment_0||01:00:04||||||01:18:40
4701270.batch|batch|3736948K|01:00:04|212.55M|2824.41M|3736948K|8779596K|00:20:02|01:18:40
4701272|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_segment_1||01:00:21||||||01:15:38
4701272.batch|batch|4124004K|01:00:21|163.19M|2252.65M|4124004K|9231512K|00:17:42|01:15:38
4701273|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_segment_2||01:00:40||||||01:21:15
4701273.batch|batch|4191488K|01:00:40|354.30M|1825.32M|4191488K|9381176K|00:24:21|01:21:15
4701274|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_segment_3||01:00:09||||||01:22:27
4701274.batch|batch|4232692K|01:00:09|170.66M|2204.40M|4232692K|9281716K|00:23:52|01:22:27
4701275|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_segment_4||01:00:17||||||01:32:57
4701275.batch|batch|4180516K|01:00:17|168.14M|2544.66M|4180516K|9366632K|00:40:24|01:32:57
4701277|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_Australian_0||01:00:07||||||01:07:36
4701277.batch|batch|2821144K|01:00:07|293.01M|1910.10M|2821144K|8189528K|00:20:52|01:07:36
4701278|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_Australian_1||01:00:05||||||01:20:56
4701278.batch|batch|2475652K|01:00:05|156.85M|1895.33M|2475652K|8094676K|00:30:02|01:20:56
4701279|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_Australian_2||01:00:19||||||01:14:30
4701279.batch|batch|1934672K|01:00:19|179.27M|2107.97M|1934672K|6866064K|00:20:05|01:14:30
4701280|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_Australian_3||01:00:09||||||01:15:39
4701280.batch|batch|2455064K|01:00:09|189.14M|3904.55M|2455064K|7871828K|00:18:24|01:15:39
4701281|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_Australian_4||01:00:26||||||01:23:27
4701281.batch|batch|2616196K|01:00:26|160.80M|3089.96M|2616196K|8232328K|00:28:20|01:23:27
4701282|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_adult_1||01:00:48||||||01:14:06
4701282.batch|batch|3296160K|01:00:48|296.27M|193.23M|3296160K|8376368K|00:17:26|01:14:06
4701284|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_adult_2||01:00:58||||||01:14:51
4701284.batch|batch|3286012K|01:00:58|348.48M|192.63M|3286012K|8276644K|00:17:12|01:14:51
4701285|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_adult_3||01:00:55||||||01:13:47
4701285.batch|batch|3339200K|01:00:55|294.17M|191.43M|3339200K|8420844K|00:17:36|01:13:47
4701286|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_adult_4||01:00:51||||||01:14:09
4701286.batch|batch|3626172K|01:00:51|297.53M|193.39M|3626172K|8707268K|00:17:36|01:14:09
4701287|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_Albert_0||01:01:06||||||01:01:31
4701287.batch|batch|7297852K|01:01:06|7323.80M|536.40M|7297852K|12252380K|00:07:26|01:01:31
4701288|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_Albert_1||01:01:05||||||01:01:32
4701288.batch|batch|7297888K|01:01:05|7323.90M|536.40M|7297888K|12249580K|00:07:25|01:01:32
4701289|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_Albert_2||01:01:08||||||01:01:26
4701289.batch|batch|7484268K|01:01:08|7323.71M|536.39M|7484268K|12450000K|00:07:28|01:01:26
4701290|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_Albert_3||01:01:08||||||01:01:23
4701290.batch|batch|7420364K|01:01:08|7323.81M|536.39M|7420364K|12378800K|00:07:19|01:01:23
4701291|autosklearnBBCScoreEnsemble_B_10_Nb_25_master_thesis_3600s1c8G_Albert_4||01:01:10||||||01:01:30
4701291.batch|batch|7418484K|01:01:10|7323.91M|536.35M|7418484K|12377808K|00:07:18|01:01:30
4701293|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_cnae-9_0||01:00:32||||||01:52:04
4701293.batch|batch|2863400K|01:00:32|1351.38M|2670.26M|2863400K|8463560K|00:57:22|01:52:04
4701294|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_cnae-9_1||01:00:08||||||01:50:09
4701294.batch|batch|4138256K|01:00:08|1355.36M|4953.98M|4138256K|9200192K|00:44:52|01:50:09
4701295|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_cnae-9_2||01:00:13||||||01:50:20
4701295.batch|batch|3691716K|01:00:13|1380.02M|4801.25M|3691716K|8749144K|00:56:22|01:50:20
4701296|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_cnae-9_3||01:00:12||||||01:52:46
4701296.batch|batch|3533192K|01:00:12|952.90M|2208.59M|3533192K|8554436K|00:53:04|01:52:46
4701297|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_cnae-9_4||01:00:32||||||01:46:50
4701297.batch|batch|3457888K|01:00:32|1020.64M|2092.52M|3457888K|8478328K|00:47:41|01:46:50
4701298|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_higgs_0||01:00:53||||||01:15:24
4701298.batch|batch|4342548K|01:00:53|732.09M|161.30M|4342548K|9362768K|00:20:19|01:15:24
4701299|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_higgs_1||01:00:50||||||01:15:23
4701299.batch|batch|4342304K|01:00:50|732.05M|161.36M|4342304K|9362752K|00:20:19|01:15:23
4701300|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_higgs_2||01:00:51||||||01:15:19
4701300.batch|batch|4340796K|01:00:51|709.46M|161.64M|4340796K|9362256K|00:20:00|01:15:19
4701301|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_higgs_3||01:00:54||||||01:15:09
4701301.batch|batch|4340004K|01:00:54|710.68M|161.61M|4340004K|9362680K|00:19:57|01:15:09
4701303|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_higgs_4||01:00:52||||||01:15:23
4701303.batch|batch|4340456K|01:00:52|709.41M|161.58M|4340456K|9436396K|00:20:35|01:15:23
4701304|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_0||01:00:39||||||01:46:55
4701304.batch|batch|4196472K|01:00:39|456.65M|1139.57M|4196472K|9272276K|00:49:50|01:46:55
4701305|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_1||01:00:27||||||01:48:40
4701305.batch|batch|4264904K|01:00:27|190.11M|1159.30M|4264904K|9382364K|00:52:15|01:48:40
4701306|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_2||01:00:35||||||01:44:51
4701306.batch|batch|4100024K|01:00:35|689.14M|1003.79M|4100024K|9365980K|00:48:32|01:44:51
4701307|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_3||01:00:40||||||01:49:09
4701307.batch|batch|4106440K|01:00:40|758.81M|1249.20M|4106440K|9197648K|00:53:08|01:49:09
4701308|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_kr-vs-kp_4||01:00:34||||||01:49:29
4701308.batch|batch|4218632K|01:00:34|573.29M|1139.25M|4218632K|9310572K|00:54:09|01:49:29
4701309|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_vehicle_0||01:00:08||||||01:51:39
4701309.batch|batch|3396072K|01:00:08|199.93M|1717.86M|3396072K|8578948K|01:07:20|01:51:39
4701310|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_vehicle_1||01:00:13||||||01:53:54
4701310.batch|batch|3365168K|01:00:13|262.30M|2663.84M|3365168K|8398952K|01:15:20|01:53:54
4701311|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_vehicle_2||01:00:10||||||01:21:25
4701311.batch|batch|3391380K|01:00:10|241.16M|3180.91M|3391380K|8428728K|00:24:13|01:21:25
4701312|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_vehicle_3||01:00:16||||||01:53:01
4701312.batch|batch|3427044K|01:00:16|156.20M|1704.46M|3427044K|8462108K|01:02:02|01:53:01
4701313|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_vehicle_4||01:00:18||||||01:50:30
4701313.batch|batch|3924472K|01:00:18|215.55M|2120.45M|3924472K|8957712K|01:07:25|01:50:30
4701314|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_MiniBooNE_0||01:00:27||||||01:09:00
4701314.batch|batch|4671332K|01:00:27|1427.19M|172.49M|4671332K|9709216K|00:13:53|01:09:00
4701315|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_MiniBooNE_1||01:00:30||||||01:08:53
4701315.batch|batch|4677000K|01:00:30|1441.48M|175.49M|4677000K|9714852K|00:13:55|01:08:53
4701316|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_MiniBooNE_2||01:00:25||||||01:09:14
4701316.batch|batch|4549700K|01:00:25|1427.10M|172.49M|4549700K|9586336K|00:14:07|01:09:14
4701317|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_MiniBooNE_3||01:00:25||||||01:09:47
4701317.batch|batch|4592264K|01:00:25|1427.06M|172.47M|4592264K|9629564K|00:14:05|01:09:47
4701318|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_MiniBooNE_4||01:00:30||||||01:09:10
4701318.batch|batch|4548748K|01:00:30|1427.18M|172.41M|4548748K|9585992K|00:13:58|01:09:10
4701319|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_connect-4_0||01:01:06||||||01:22:26
4701319.batch|batch|4560604K|01:01:06|817.29M|207.23M|4560604K|9639556K|00:23:03|01:22:26
4701320|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_connect-4_1||01:01:05||||||01:23:17
4701320.batch|batch|4223804K|01:01:05|817.94M|207.98M|4223804K|9289668K|00:22:57|01:23:17
4701323|autosklearnBBCScoreEnsemble_B_50_Nb_25_master_thesis_3600s1c8G_connect-4_2||01:01:09||||||01:21:31
4701323.batch|batch|4065756K|01:01:09|818.35M|209.92M|4065756K|9206456K|00:21:39|01:21:31
