,level_0,seed,tool,model,task,fold_mean,overfit_mean,test_mean,train_mean,val_mean
0,0,0,None_es50_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
1,1,0,None_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8512733446519525,0.8878985507246376,inf
2,2,0,None_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277704556630748,0.929302374844308,inf
3,3,0,None_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8437872036981776,0.8460286740337573,inf
4,4,0,None_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.95,0.9668724279835393,inf
5,5,0,None_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7188820761062854,0.7124119114272851,inf
6,6,0,None_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.732913782529393,0.7291196404676396,inf
7,7,0,None_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.997109046259524,inf
8,8,0,None_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9875901875901875,inf
9,9,0,None_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8486904761904762,0.8774245687763402,inf
10,10,0,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
11,11,0,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8471986417657046,0.871304347826087,inf
12,12,0,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.8888377198080244,0.8902836618126629,inf
13,13,0,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.788964448987679,0.7897247665723116,inf
14,14,0,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,cnae-9,1.5,0.0,0.9328703703703703,0.9506172839506173,inf
15,15,0,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.6477623751803221,0.6440984720496716,inf
16,16,0,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.6763277804827658,0.6628035540640358,inf
17,17,0,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,1.75,0.0,0.9953720010958474,0.9958637149496936,inf
18,18,0,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,segment,1.5,0.0,0.9859307359307359,0.9842472342472341,inf
19,19,0,autosklearnBBCEnsembleSelectionFULL_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.853452380952381,0.8562531223799053,inf
20,20,0,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
21,21,0,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8460101867572156,0.8732608695652175,inf
22,22,0,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.8887829177793207,0.890270648024002,inf
23,23,0,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.789562830869388,0.7905742386916172,inf
24,24,0,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,cnae-9,1.5,0.0,0.9375,0.9503600823045267,inf
25,25,0,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.6463221805865051,0.6409898611130653,inf
26,26,0,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.6860227437579939,0.6737745445105154,inf
27,27,0,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,1.75,0.0,0.9953720010958474,0.9962953325696742,inf
28,28,0,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,segment,1.0,0.0,0.9891774891774892,0.9843674843674843,inf
29,29,0,autosklearnBBCEnsembleSelectionFULL_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8510714285714286,0.8562651702921025,inf
30,30,0,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
31,31,0,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8471986417657046,0.8710144927536232,inf
32,32,0,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.8889793553910005,0.8904823863009277,inf
33,33,0,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.7893653464874202,0.7895710931189216,inf
34,34,0,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,cnae-9,1.5,0.0,0.9305555555555556,0.9387860082304527,inf
35,35,0,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.6474107060708277,0.6424884601348746,inf
36,36,0,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.6880460895924083,0.6758129899924195,inf
37,37,0,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.5,0.0,0.9940119760479043,0.9955752834163862,inf
38,38,0,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,segment,1.6666666666666667,0.0,0.9884559884559884,0.9842873176206509,inf
39,39,0,autosklearnBBCEnsembleSelectionFULL_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8489069264069263,0.8557389936514908,inf
40,40,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
41,41,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8518675721561969,0.8756521739130436,inf
42,42,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278907619228576,0.9293096679398133,inf
43,43,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8440409220245553,0.8451800733266799,inf
44,44,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9615226337448559,inf
45,45,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
46,46,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7331658340055853,0.7289698328700138,inf
47,47,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9962480884294014,inf
48,48,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9855699855699855,inf
49,49,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8487987012987013,0.8656884675788522,inf
50,50,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
51,51,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8486417657045839,0.87731884057971,inf
52,52,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278633571544278,0.9292560423776832,inf
53,53,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8437532321358265,0.8456318340666209,inf
54,54,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9625514403292179,inf
55,55,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7176478766776075,0.7120139150397289,inf
56,56,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7331430657876921,0.7288800326477205,inf
57,57,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9963208686331859,inf
58,58,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9858585858585858,inf
59,59,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8533441558441558,0.8653808487690835,inf
60,60,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
61,61,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8518675721561969,0.873840579710145,inf
62,62,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277430734191123,0.9292723653751971,inf
63,63,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8438435865645978,0.845764548295057,inf
64,64,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9604938271604938,inf
65,65,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7188952135688079,0.7115360983730763,inf
66,66,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7327992539155159,0.7288592352651786,inf
67,67,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9961815105332628,inf
68,68,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9850889850889851,inf
69,69,0,autosklearnBBCEnsembleSelectionNoPreSelect_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8442532467532466,0.8633066473652733,inf
70,70,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
71,71,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8518675721561969,0.876449275362319,inf
72,72,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.927874036832336,0.9292805465632107,inf
73,73,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8438794580848352,0.845100713760688,inf
74,74,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.960493827160494,inf
75,75,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
76,76,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7330909892651,0.7288933665035394,inf
77,77,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9962542907370473,inf
78,78,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9855699855699855,inf
79,79,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8464177489177489,0.8648963174570931,inf
80,80,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
81,81,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8454159592529711,0.8761594202898552,inf
82,82,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277384016130389,0.9292498025689847,inf
83,83,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,adult,2.0,,,,
84,84,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9604938271604938,inf
85,85,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7184882899807933,0.7121000715583266,inf
86,86,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7330571310342956,0.7289320635774598,inf
87,87,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9962542907370475,inf
88,88,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9857623857623858,inf
89,89,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8441450216450217,0.8643607093354715,inf
90,90,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
91,91,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8518675721561969,0.873840579710145,inf
92,92,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278586928565101,0.9292430451274749,inf
93,93,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8444568769664722,0.8458551300202231,inf
94,94,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9600823045267489,inf
95,95,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7195482416335433,0.7113304022143982,inf
96,96,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7331027282021824,0.7288878207897568,inf
97,97,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9961753082256168,inf
98,98,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9853775853775855,inf
99,99,0,autosklearnBBCEnsembleSelectionPreSelectInES_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8464177489177489,0.863081274484608,inf
100,100,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
101,101,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8486417657045839,0.8766666666666666,inf
102,102,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278907619228576,0.9293096679398133,inf
103,103,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8441045122747874,0.8450915224389594,inf
104,104,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9606995884773664,inf
105,105,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
106,106,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7330330928363379,0.7288907032625642,inf
107,107,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9963208686331859,inf
108,108,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9854737854737854,inf
109,109,0,autosklearnBBCEnsembleSelection_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8486904761904762,0.8661985399167575,inf
110,110,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
111,111,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8539049235993208,0.8752173913043478,inf
112,112,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278252501836228,0.929235986111421,inf
113,113,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8439315991573105,0.8457459204480127,inf
114,114,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9481481481481481,0.9615226337448559,inf
115,115,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.717639879574427,0.7123023944081848,inf
116,116,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7330424628398635,0.7288188259873699,inf
117,117,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9962542907370473,inf
118,118,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9856661856661857,inf
119,119,0,autosklearnBBCEnsembleSelection_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8419805194805194,0.8648558486003383,inf
120,120,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
121,121,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8544991511035654,0.873840579710145,inf
122,122,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9277704706793862,0.9292725161624691,inf
123,123,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8434131082184605,0.8456733681940822,inf
124,124,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9606995884773664,inf
125,125,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.7177997337947404,0.7117711522643572,inf
126,126,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7330231905848947,0.7288464996113756,inf
127,127,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9961087303294782,inf
128,128,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9904761904761905,0.9853775853775855,inf
129,129,0,autosklearnBBCEnsembleSelection_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8442532467532466,0.8640893660060225,inf
130,130,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
131,131,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8421901528013581,0.8878985507246376,inf
132,132,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278907619228576,0.9293096679398133,inf
133,133,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.84367368665419,0.8453837562778054,inf
134,134,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9444444444444443,0.9679012345679012,inf
135,135,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.7063178932216051,0.6988909102243387,inf
136,136,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7331448080285922,0.7289561884818132,inf
137,137,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9971818264633086,inf
138,138,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9882635882635882,inf
139,139,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B100_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8486904761904762,0.8779132882225669,inf
140,140,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,Albert,3.0,,,,
141,141,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8292869269949066,0.8767391304347827,inf
142,142,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278907619228576,0.9293096679398133,inf
143,143,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,adult,2.0,0.0,0.8431682164972653,0.8434336365974469,inf
144,144,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9314814814814814,0.9563786008230453,inf
145,145,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,connect-4,2.0,0.0,0.6833373509039125,0.6757387064487472,inf
146,146,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,higgs,2.0,0.0,0.7333641050071293,0.7288054676605251,inf
147,147,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9964912382713393,inf
148,148,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,segment,2.0,0.0,0.9887445887445887,0.9856661856661857,inf
149,149,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B10_N1.0,best_ensemble_model,vehicle,2.0,0.0,0.8604978354978355,0.852347499729051,inf
150,150,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,Albert,3.0,,,,
151,151,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,Australian,2.0,0.0,0.8337011884550085,0.8764492753623188,inf
152,152,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278907619228576,0.9293096679398133,inf
153,153,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,adult,2.0,0.0,0.8431682164972653,0.8434336365974469,inf
154,154,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,cnae-9,2.0,0.0,0.9314814814814814,0.9563786008230453,inf
155,155,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,connect-4,2.0,0.0,0.6833373509039125,0.6757387064487472,inf
156,156,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,higgs,2.0,0.0,0.7333641050071293,0.7288054676605251,inf
157,157,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,kr-vs-kp,2.0,0.0,0.9962976008766781,0.9965888277057082,inf
158,158,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,segment,2.0,0.0,0.9896103896103895,0.9856661856661857,inf
159,159,0,autosklearnBBCScoreEnsembleAVGMDEV_es50_B50_N0.5,best_ensemble_model,vehicle,2.0,0.0,0.8558333333333333,0.853755249717767,inf
160,160,0,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,Albert,3.0,0.0,0.6538660521117486,0.6522896002954323,inf
161,161,0,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,Australian,2.0,0.0,0.8512733446519523,0.8897826086956521,inf
162,162,0,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,MiniBooNE,2.0,0.0,0.9278907619228576,0.9293096679398133,inf
163,163,0,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,adult,2.0,0.0,0.8437103662478022,0.8452829289283574,inf
164,164,0,autosklearnBBCScoreEnsembleMAXWinner_es50_B100_N1.0,best_ensemble_model,cnae-9,2.0,0.0,0.9462962962962962,0.9670781893004115,inf
